,loss,mean_squared_error,root_mean_squared_error,val_loss,val_mean_squared_error,val_root_mean_squared_error
170,38.91138458251953,1514.7269287109375,38.91949462890625,39.14868927001953,1550.3126220703125,39.37400817871094
171,38.91550064086914,1515.0540771484375,38.9236946105957,39.13915252685547,1549.6676025390625,39.36581802368164
172,38.916229248046875,1515.0662841796875,38.923851013183594,39.12854766845703,1548.3798828125,39.349456787109375
173,38.90971374511719,1514.6392822265625,38.918365478515625,39.14987564086914,1550.139404296875,39.37181091308594
174,38.910987854003906,1514.7030029296875,38.919185638427734,39.089508056640625,1545.5128173828125,39.313011169433594
175,38.91291809082031,1514.835693359375,38.92089080810547,39.102657318115234,1546.8812255859375,39.33041000366211
176,38.911590576171875,1514.744384765625,38.919715881347656,39.05707931518555,1543.1474609375,39.28291320800781
177,38.91332244873047,1514.88818359375,38.921566009521484,39.0753173828125,1544.7308349609375,39.303062438964844
178,38.9079704284668,1514.485595703125,38.9163932800293,39.13788986206055,1549.62646484375,39.36529541015625
179,38.910850524902344,1514.684326171875,38.9189453125,39.13090515136719,1548.524658203125,39.35129928588867
180,38.911895751953125,1514.813720703125,38.92060852050781,39.01752853393555,1540.1343994140625,39.244544982910156
181,38.90842056274414,1514.53564453125,38.91703414916992,39.11903762817383,1547.5054931640625,39.33834457397461
182,38.9102668762207,1514.6602783203125,38.918636322021484,39.11089324951172,1547.322509765625,39.336021423339844
183,38.908485412597656,1514.522705078125,38.9168701171875,39.05421829223633,1543.12060546875,39.28257369995117
184,38.908531188964844,1514.5078125,38.91667938232422,39.09649658203125,1546.020263671875,39.319461822509766
185,38.91218566894531,1514.8162841796875,38.92063903808594,39.18919372558594,1552.9307861328125,39.40724182128906
186,38.90949249267578,1514.6134033203125,38.918033599853516,39.09743118286133,1546.13671875,39.320945739746094
187,38.90785598754883,1514.450927734375,38.91594696044922,39.13018798828125,1548.7076416015625,39.35362243652344
188,38.91011428833008,1514.6064453125,38.917945861816406,39.09891891479492,1546.240966796875,39.322269439697266
189,38.907814025878906,1514.47119140625,38.91620635986328,39.15288543701172,1550.086181640625,39.371131896972656
