Age,Sex,Number_of_biochemical_parameters,Number_of_diagnostics,0000 - 0600 Average,0600 - 1300 Average,1300 - 1600 Average,1600 - 2000 Average,2000 - 2400 Average,0000 - 0600 Hypo,0600 - 1300 Hypo,1300 - 1600 Hypo,1600 - 2000 Hypo,2000 - 2400 Hypo,0000 - 0600 Hyper,0600 - 1300 Hyper,1300 - 1600 Hyper,1600 - 2000 Hyper,2000 - 2400 Hyper,Total_hypo,Total_hyper,0000 - 0600 STD,0000 - 0600 MIN,0000 - 0600 MAX,0600 - 1300 STD,0600 - 1300 MIN,0600 - 1300 MAX,1300 - 1600 STD,1300 - 1600 MIN,1300 - 1600 MAX,1600 - 2000 STD,1600 - 2000 MIN,1600 - 2000 MAX,2000 - 2400 STD,2000 - 2400 MIN,2000 - 2400 MAX,Model
46.750972762645915,0.5642023346303502,123.904,3.2311827956989245,146.4056548724734,147.14892357965434,141.85574640509162,149.53872292583037,150.7701739390392,343.17898832684824,375.8988326848249,156.9727626459144,212.94163424124514,175.91050583657588,1488.6303501945524,1785.5875486381324,667.8677042801556,1119.2918287937744,1020.4280155642024,1483.8287937743191,7199.525291828793,49.35233023260257,47.0,350.3112840466926,51.402538548968934,48.04280155642024,358.94941634241246,48.77556437010617,51.88715953307393,338.0933852140078,52.775861585660444,49.86770428015564,359.3852140077821,50.90408830016792,50.35408560311284,355.0077821011673,SOM_K2_data_V1_0
41.395209580838326,0.48502994011976047,113.55757575757576,3.293577981651376,171.28014043961662,167.6304205416898,167.76716504864288,175.00816499857245,180.86599838875512,534.5059880239521,644.8592814371258,239.00299401197606,317.062874251497,227.08383233532933,3785.488023952096,4508.973053892216,1896.131736526946,2811.3383233532936,2719.9700598802397,2368.37125748503,18334.74251497006,66.43353788817507,44.55688622754491,448.2455089820359,65.64539492280802,44.449101796407184,446.55988023952096,65.69173617014579,48.32934131736527,438.3862275449102,70.83846742018851,46.706586826347305,459.0988023952096,70.44097150690865,46.5059880239521,458.7934131736527,SOM_K2_data_V1_0
43.68867924528302,0.5141509433962265,113.13270142180095,3.7785714285714285,177.05744732296168,174.41405664975042,175.8420987860223,183.87540979861606,187.7792736514105,383.02358490566036,482.12264150943395,162.72169811320754,224.96226415094338,154.18867924528303,3232.235849056604,3935.2971698113206,1722.9056603773586,2494.4292452830186,2344.5235849056603,1726.4198113207547,15941.783018867925,68.68185303059434,45.966981132075475,437.3160377358491,69.14267530334492,45.74528301886792,442.24056603773585,69.22604981828879,49.60377358490566,430.8160377358491,74.3604056069435,49.221698113207545,450.02358490566036,73.83162421185669,47.806603773584904,450.1839622641509,Gauss_K2_data_V1_1
43.74406332453826,0.5224274406332454,120.81029810298104,2.992424242424242,151.1811118115825,149.94737153337329,145.6797757512362,152.77728766267816,156.59095554110348,489.5013192612137,553.5065963060686,226.04749340369392,297.97625329815304,233.15831134564644,2537.4591029023745,2983.1398416886545,1160.1424802110819,1841.2295514511873,1777.5224274406332,2127.64907651715,12122.490765171504,53.59313372544417,45.42480211081794,387.94986807387863,54.03104788125008,46.16094986807388,389.5672823218997,52.243898054007296,50.029023746701846,374.61213720316624,56.62015450444769,47.443271767810025,396.55936675461743,55.29638744996575,48.38786279683377,393.23218997361477,Gauss_K2_data_V1_1
43.393574297188756,0.5140562248995983,116.13877551020408,3.2335329341317367,158.14930537281325,157.0271053445518,154.74728697970937,161.32291212069654,163.92148450591762,434.99598393574297,513.714859437751,199.49799196787149,271.49397590361446,219.55020080321285,2577.598393574297,3009.4779116465866,1212.7951807228915,1891.5180722891566,1783.6184738955824,1953.4698795180723,12271.69076305221,57.891367148075254,45.803212851405625,401.10843373493975,58.58698934078452,45.606425702811244,406.10843373493975,57.4655714885114,49.30923694779116,391.2730923694779,61.49763570249141,47.5863453815261,412.57028112449797,60.18581856813199,47.82730923694779,412.47791164658634,Kmeans_K3_data_V1_0
47.2,0.5666666666666667,122.63448275862069,3.2596153846153846,142.1387921897806,142.5039463838144,136.82801711089843,145.3167431279467,146.05376432838312,286.5733333333333,297.1666666666667,129.96,165.51333333333332,144.24,1146.5466666666666,1367.66,482.4066666666667,870.7466666666667,760.9466666666667,1190.66,5513.56,45.890724081481686,47.67333333333333,329.1333333333333,47.5324158692302,49.13333333333333,336.99333333333334,44.6148197072986,53.10666666666667,313.98,48.86342164493269,51.06,338.20666666666665,47.02136989910209,51.71333333333333,329.44,Kmeans_K3_data_V1_0
41.4375,0.4895833333333333,116.91578947368421,3.308270676691729,177.78033511854198,173.59631579442717,174.14001524881687,181.8607412198758,189.75345767159547,601.15625,726.5572916666666,265.625,355.1875,233.078125,4339.203125,5262.416666666667,2242.7239583333335,3255.4427083333335,3189.8802083333335,2642.5364583333335,21309.359375,70.69683068925183,43.776041666666664,471.34375,69.88537283887003,44.098958333333336,467.3489583333333,70.18338368339512,48.088541666666664,462.4322916666667,75.9428125479032,46.395833333333336,480.4166666666667,75.8862545214607,45.875,480.9947916666667,Kmeans_K3_data_V1_0
47.04545454545455,0.5795454545454546,111.27586206896552,3.0344827586206895,137.0417282424045,138.5525313520848,133.64809807786125,141.72968790855202,141.36117845920225,225.7159090909091,249.11363636363637,113.38636363636364,128.45454545454547,124.4659090909091,736.2727272727273,920.6136363636364,310.9318181818182,585.6931818181819,516.8863636363636,976.8636363636364,3680.0795454545455,42.78299004260288,48.38636363636363,308.28409090909093,44.670771671173206,50.29545454545455,322.14772727272725,42.03960301154231,54.09090909090909,294.9886363636364,46.004184124946896,51.92045454545455,316.92045454545456,44.04345448666644,52.71590909090909,310.375,Kmeans_K4_data_V1_0
40.73652694610779,0.48502994011976047,116.2060606060606,3.086206896551724,180.14885727449064,175.50868605823447,175.6634285173208,183.5695683390132,191.90634357541342,602.1317365269462,736.5868263473054,266.83233532934133,346.2934131736527,233.7005988023952,4443.994011976048,5377.88622754491,2286.622754491018,3327.6167664670656,3237.3413173652693,2655.2994011976048,21764.724550898205,71.93223176553222,43.78443113772455,475.3952095808383,71.17034931225622,44.05988023952096,475.4610778443114,71.2823881892081,48.01796407185629,465.7305389221557,76.9672867659069,46.383233532934135,481.3952095808383,76.986891729796,45.874251497005986,483.8922155688623,Kmeans_K4_data_V1_0
42.07865168539326,0.5056179775280899,112.95454545454545,3.4732142857142856,162.14696606400005,159.46553923870607,160.56741264521645,167.20844797884064,170.0826204674621,444.9157303370786,527.2359550561798,200.02808988764045,273.1685393258427,209.7921348314607,3042.983146067416,3533.7191011235955,1477.0898876404494,2246.2191011235955,2151.561797752809,1982.3483146067415,14508.202247191011,60.43028165908117,45.640449438202246,416.6179775280899,59.943104733749216,45.140449438202246,414.60674157303373,60.00562088023069,48.87078651685393,410.08988764044943,64.70343634233328,47.146067415730336,436.5730337078652,63.742313740847976,47.29775280898876,433.1685393258427,Kmeans_K4_data_V1_0
